GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0500000US06037,06037,"Los Angeles County, California",1400000US06037115404,06037115404,Los Angeles County - Census Tract 1154.04,Census Tract 1154.04,2913,867,0.37,0.00,0.37,7970.3,2372.2
0500000US06037,06037,"Los Angeles County, California",1400000US06037117101,06037117101,Los Angeles County - Census Tract 1171.01,Census Tract 1171.01,4796,1376,0.30,0.00,0.30,16094.0,4617.5
0500000US06037,06037,"Los Angeles County, California",1400000US06037117102,06037117102,Los Angeles County - Census Tract 1171.02,Census Tract 1171.02,2631,828,0.40,0.00,0.40,6598.6,2076.6
0500000US06037,06037,"Los Angeles County, California",1400000US06037117201,06037117201,Los Angeles County - Census Tract 1172.01,Census Tract 1172.01,4352,1233,0.30,0.00,0.30,14272.4,4043.6
0500000US06037,06037,"Los Angeles County, California",1400000US06037117202,06037117202,Los Angeles County - Census Tract 1172.02,Census Tract 1172.02,2471,740,0.70,0.00,0.70,3524.6,1055.5
0500000US06037,06037,"Los Angeles County, California",1400000US06037117301,06037117301,Los Angeles County - Census Tract 1173.01,Census Tract 1173.01,3851,1236,0.51,0.00,0.51,7488.5,2403.5
0500000US06037,06037,"Los Angeles County, California",1400000US06037117302,06037117302,Los Angeles County - Census Tract 1173.02,Census Tract 1173.02,4914,1744,0.79,0.00,0.79,6202.9,2201.4
0500000US06037,06037,"Los Angeles County, California",1400000US06037117303,06037117303,Los Angeles County - Census Tract 1173.03,Census Tract 1173.03,3512,1038,0.70,0.00,0.70,5051.7,1493.1
0500000US06037,06037,"Los Angeles County, California",1400000US06037117404,06037117404,Los Angeles County - Census Tract 1174.04,Census Tract 1174.04,4279,1335,0.68,0.00,0.68,6276.7,1958.3
0500000US06037,06037,"Los Angeles County, California",1400000US06037117405,06037117405,Los Angeles County - Census Tract 1174.05,Census Tract 1174.05,3442,854,0.08,0.00,0.08,44168.4,10958.7
0500000US06037,06037,"Los Angeles County, California",1400000US06037117407,06037117407,Los Angeles County - Census Tract 1174.07,Census Tract 1174.07,3636,896,0.08,0.00,0.08,47481.5,11700.6
0500000US06037,06037,"Los Angeles County, California",1400000US06037117408,06037117408,Los Angeles County - Census Tract 1174.08,Census Tract 1174.08,2830,868,0.15,0.00,0.15,19467.5,5970.9
